0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0.143307	0	0	0	0	0	0	0	0	0	0	0	-1	0.102877	0	0.152356	0	0.151232	0	0	0	0.152937	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102877	-1	0	0	0.159352	0	0.0773256	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152356	0	0	-1	0.00672131	0	0.163863	0	0	0	0	
0	0	0.152756	0	0	0	0	0	0	0	0	0	0	0	0	0.159352	0	0.00672131	-1	0.0046178	0	0	0	0.00781755	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151232	0	0	0	0.0046178	-1	0.162895	0	0	0	0	
0	0	0.123045	0	0	0	0	0	0	0	0	0	0	0	0	0.0773256	0	0.163863	0	0.162895	-1	0	0	0.164364	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152937	0	0	0	0.00781755	0	0.164364	0	0	-1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	



